accelerator,model,pe_x,pe_y,total_cycle,pe_array_area_mm2,weight_buffer_area_mm2,input_buffer_area_mm2,total_area_mm2,total_macs,dram_energy_mJ,onchip_energy_mJ,total_energy_mJ,edp,log_file
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,40,16,110153796.0,0.14592,0.500027,0.467155,0.14592,,32555.05,28383.76,60938.81,6712641686647.08,test_olive_x40_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,40,16,274954917.0,0.14592,0.500027,0.467155,0.14592,,81291.89,71126.47,152418.36,41908178100036.58,test_olive_x40_y16.log
Baseline (FP16),gpt2-large,62,16,5456734.0,0.934464,0.512752,0.485785,0.934464,,1604.79,942.2,2546.99,13898257681.78,test_baseline_x62_y16.log
Baseline (FP16),gpt2-xl,62,16,6865291.0,0.934464,0.512752,0.485785,0.934464,,2023.31,1209.12,3232.43,22191587033.5,test_baseline_x62_y16.log
Baseline (FP16),microsoft/phi-2,62,16,220404076.0,0.934464,0.512752,0.485785,0.934464,,65179.13,36018.33,101197.46,22304333764352.65,test_baseline_x62_y16.log
Baseline (FP16),facebook/opt-2.7b,62,16,220206503.0,0.934464,0.512752,0.485785,0.934464,,65120.7,35986.44,101107.15,22264451630840.21,test_baseline_x62_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,62,16,549799110.0,0.934464,0.512752,0.485785,0.934464,,162619.32,89449.3,252068.62,138587104648373.36,test_baseline_x62_y16.log
Baseline (FP16),gpt2-large,68,16,5456734.0,1.024896,0.518535,0.485785,1.024896,,1604.79,941.81,2546.6,13896111767.91,test_baseline_x68_y16.log
Baseline (FP16),gpt2-xl,68,16,6865291.0,1.024896,0.518535,0.485785,1.024896,,2023.31,1211.37,3234.68,22207036358.57,test_baseline_x68_y16.log
Baseline (FP16),microsoft/phi-2,68,16,220404076.0,1.024896,0.518535,0.485785,1.024896,,65179.13,35506.39,100685.52,22191499126015.88,test_baseline_x68_y16.log
Baseline (FP16),facebook/opt-2.7b,68,16,220206503.0,1.024896,0.518535,0.485785,1.024896,,65120.7,35476.27,100596.97,22152107537132.42,test_baseline_x68_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,68,16,549799110.0,1.024896,0.518535,0.485785,1.024896,,162619.32,88500.02,251119.34,138065187762871.05,test_baseline_x68_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,102,16,2777338.0,0.372096,0.496949,0.467155,0.372096,,800.72,752.2,1552.92,4312985535.17,test_olive_x102_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,102,16,3510287.0,0.372096,0.496949,0.467155,0.372096,,1009.24,979.78,1989.02,6982045390.82,test_olive_x102_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,102,16,110252351.0,0.372096,0.496949,0.467155,0.372096,,32584.07,27574.82,60158.88,6632658439495.19,test_olive_x102_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,102,16,110153796.0,0.372096,0.496949,0.467155,0.372096,,32555.05,27551.05,60106.11,6620915884076.8,test_olive_x102_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,102,16,274954917.0,0.372096,0.496949,0.467155,0.372096,,81291.89,67817.02,149108.91,40998227044058.39,test_olive_x102_y16.log
Baseline (FP16),gpt2-large,18,16,5463142.0,0.271296,0.491009,0.485785,0.271296,,1604.79,998.12,2602.92,14220098705.32,test_baseline_x18_y16.log
Baseline (FP16),gpt2-xl,18,16,6867595.0,0.271296,0.491009,0.485785,0.271296,,2023.31,1258.68,3282.0,22539442571.16,test_baseline_x18_y16.log
Baseline (FP16),microsoft/phi-2,18,16,220404076.0,0.271296,0.491009,0.485785,0.271296,,65179.13,40043.16,105222.3,23191423657415.62,test_baseline_x18_y16.log
Baseline (FP16),facebook/opt-2.7b,18,16,220206503.0,0.271296,0.491009,0.485785,0.271296,,65120.7,40007.11,105127.81,23149828192769.35,test_baseline_x18_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,18,16,549799110.0,0.271296,0.491009,0.485785,0.271296,,162619.32,99677.12,262296.44,144210348233968.84,test_baseline_x18_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,78,16,2777338.0,0.284544,0.549241,0.467155,0.284544,,800.72,734.61,1535.32,4264109365.13,test_olive_x78_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,78,16,3510287.0,0.284544,0.549241,0.467155,0.284544,,1009.24,948.81,1958.05,6873326925.48,test_olive_x78_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,78,16,110252351.0,0.284544,0.549241,0.467155,0.284544,,32584.07,27253.64,59837.71,6597248207717.56,test_olive_x78_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,78,16,110153796.0,0.284544,0.549241,0.467155,0.284544,,32555.05,27229.23,59784.29,6585466059834.67,test_olive_x78_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,78,16,274954917.0,0.284544,0.549241,0.467155,0.284544,,81291.89,68049.56,149341.45,41062167263157.92,test_olive_x78_y16.log
Baseline (FP16),gpt2-large,52,16,5456734.0,0.783744,0.499773,0.485785,0.783744,,1604.79,935.39,2540.19,13861117272.06,test_baseline_x52_y16.log
Baseline (FP16),gpt2-xl,52,16,6865291.0,0.783744,0.499773,0.485785,0.783744,,2023.31,1196.07,3219.39,22102023487.35,test_baseline_x52_y16.log
Baseline (FP16),microsoft/phi-2,52,16,220404076.0,0.783744,0.499773,0.485785,0.783744,,65179.13,36123.09,101302.22,22327422320966.75,test_baseline_x52_y16.log
Baseline (FP16),facebook/opt-2.7b,52,16,220206503.0,0.783744,0.499773,0.485785,0.783744,,65120.7,36090.82,101211.53,22287436346678.27,test_baseline_x52_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,52,16,549799110.0,0.783744,0.499773,0.485785,0.783744,,162619.32,89377.26,251996.57,138547492124403.6,test_baseline_x52_y16.log
Baseline (FP16),gpt2-large,90,16,5456734.0,1.35648,0.560651,0.485785,1.35648,,1604.79,953.52,2558.31,13960028359.46,test_baseline_x90_y16.log
Baseline (FP16),gpt2-xl,90,16,6865291.0,1.35648,0.560651,0.485785,1.35648,,2023.31,1236.23,3259.55,22377737452.26,test_baseline_x90_y16.log
Baseline (FP16),microsoft/phi-2,90,16,220404076.0,1.35648,0.560651,0.485785,1.35648,,65179.13,35150.83,100329.96,22113132905535.01,test_baseline_x90_y16.log
Baseline (FP16),facebook/opt-2.7b,90,16,220206503.0,1.35648,0.560651,0.485785,1.35648,,65120.7,35120.73,100241.43,22073815272566.45,test_baseline_x90_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,90,16,549799110.0,1.35648,0.560651,0.485785,1.35648,,162619.32,87155.04,249774.36,137325720567166.1,test_baseline_x90_y16.log
BitMod (Bit-Serial),gpt2-large,40,16,1424247.0,0.58304,0.500027,0.524382,0.58304,,417.58,502.03,919.61,1309750111.69,test_bitmod_x40_y16.log
BitMod (Bit-Serial),gpt2-xl,40,16,1847650.0,0.58304,0.500027,0.524382,0.58304,,539.8,639.36,1179.17,2178684616.1,test_bitmod_x40_y16.log
BitMod (Bit-Serial),microsoft/phi-2,40,16,55290440.0,0.58304,0.500027,0.524382,0.58304,,16322.37,19481.78,35804.15,1979627235018.22,test_bitmod_x40_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,40,16,55241069.0,0.58304,0.500027,0.524382,0.58304,,16307.85,19464.49,35772.34,1976102174237.34,test_bitmod_x40_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,40,16,137830050.0,0.58304,0.500027,0.524382,0.58304,,40756.81,48776.47,89533.28,12340376323815.36,test_bitmod_x40_y16.log
Baseline (FP16),gpt2-large,2,16,32349440.0,0.030144,0.50791,0.485785,0.030144,,1604.79,2304.89,3909.68,126476046882.04,test_baseline_x2_y16.log
Baseline (FP16),gpt2-xl,2,16,40519744.0,0.030144,0.50791,0.485785,0.030144,,2023.31,2887.49,4910.81,198984566255.02,test_baseline_x2_y16.log
Baseline (FP16),microsoft/phi-2,2,16,1324165792.0,0.030144,0.50791,0.485785,0.030144,,65179.13,94330.82,159509.96,211217628966885.2,test_baseline_x2_y16.log
Baseline (FP16),facebook/opt-2.7b,2,16,1322977952.0,0.030144,0.50791,0.485785,0.030144,,65120.7,94246.2,159366.91,210838904396603.72,test_baseline_x2_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,2,16,3304020288.0,0.030144,0.50791,0.485785,0.030144,,162619.32,235370.23,397989.54,1314965529484329.8,test_baseline_x2_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,112,16,1480797.0,0.498176,0.601007,0.524382,0.498176,,427.64,328.04,755.69,1119018716.1,test_flexposit_x112_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,112,16,1896395.0,0.498176,0.601007,0.524382,0.498176,,551.98,428.95,980.92,1860215504.65,test_flexposit_x112_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,112,16,60744782.0,0.498176,0.601007,0.524382,0.498176,,17906.17,12486.58,30392.75,1846201119883.13,test_flexposit_x112_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,112,16,66226156.0,0.498176,0.601007,0.524382,0.498176,,19549.9,13554.85,33104.76,2192400742560.1,test_flexposit_x112_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,112,16,172147670.0,0.498176,0.601007,0.524382,0.498176,,50899.24,35231.18,86130.42,14827151444720.41,test_flexposit_x112_y16.log
Baseline (FP16),gpt2-large,94,16,5456734.0,1.416768,0.568872,0.485785,1.416768,,1604.79,956.4,2561.19,13975741211.79,test_baseline_x94_y16.log
Baseline (FP16),gpt2-xl,94,16,6865291.0,1.416768,0.568872,0.485785,1.416768,,2023.31,1241.7,3265.01,22415269095.36,test_baseline_x94_y16.log
Baseline (FP16),microsoft/phi-2,94,16,220404076.0,1.416768,0.568872,0.485785,1.416768,,65179.13,35255.03,100434.17,22136100206168.06,test_baseline_x94_y16.log
Baseline (FP16),facebook/opt-2.7b,94,16,220206503.0,1.416768,0.568872,0.485785,1.416768,,65120.7,35223.73,100344.44,22096497451190.48,test_baseline_x94_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,94,16,549799110.0,1.416768,0.568872,0.485785,1.416768,,162619.32,87027.32,249646.64,137255501328890.28,test_baseline_x94_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,78,16,1480797.0,0.346944,0.536284,0.524382,0.346944,,427.64,315.78,743.42,1100853822.86,test_flexposit_x78_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,78,16,1896395.0,0.346944,0.536284,0.524382,0.346944,,551.98,408.26,960.23,1820982042.0,test_flexposit_x78_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,78,16,60744782.0,0.346944,0.536284,0.524382,0.346944,,17906.17,12506.34,30412.51,1847401072220.65,test_flexposit_x78_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,78,16,66226156.0,0.346944,0.536284,0.524382,0.346944,,19549.9,13564.56,33114.46,2193043264301.37,test_flexposit_x78_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,78,16,172147670.0,0.346944,0.536284,0.524382,0.346944,,50899.24,35234.08,86133.32,14827651147571.73,test_flexposit_x78_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,28,16,2777338.0,0.102144,0.48294,0.467155,0.102144,,800.72,754.86,1555.57,4320356661.6,test_olive_x28_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,28,16,3510287.0,0.102144,0.48294,0.467155,0.102144,,1009.24,955.9,1965.14,6898207903.37,test_olive_x28_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,28,16,110260543.0,0.102144,0.48294,0.467155,0.102144,,32584.07,29960.21,62544.27,6896165700722.02,test_olive_x28_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,28,16,110161988.0,0.102144,0.48294,0.467155,0.102144,,32555.05,29933.59,62488.65,6883873645061.04,test_olive_x28_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,28,16,274962917.0,0.102144,0.48294,0.467155,0.102144,,81291.89,74666.82,155958.71,42882862576028.81,test_olive_x28_y16.log
BitMod (Bit-Serial),gpt2-large,44,16,1424247.0,0.641344,0.511153,0.524382,0.641344,,417.58,502.8,920.38,1310853581.1,test_bitmod_x44_y16.log
BitMod (Bit-Serial),gpt2-xl,44,16,1847650.0,0.641344,0.511153,0.524382,0.641344,,539.8,641.4,1181.2,2182450494.08,test_bitmod_x44_y16.log
BitMod (Bit-Serial),microsoft/phi-2,44,16,55290440.0,0.641344,0.511153,0.524382,0.641344,,16322.37,19574.38,35896.75,1984747116521.75,test_bitmod_x44_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,44,16,55241069.0,0.641344,0.511153,0.524382,0.641344,,16307.85,19557.09,35864.94,1981217735907.87,test_bitmod_x44_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,44,16,137830050.0,0.641344,0.511153,0.524382,0.641344,,40756.81,48674.93,89431.74,12326381285148.84,test_bitmod_x44_y16.log
Baseline (FP16),gpt2-large,84,16,5456734.0,1.266048,0.547719,0.485785,1.266048,,1604.79,949.11,2553.9,13935956842.8,test_baseline_x84_y16.log
Baseline (FP16),gpt2-xl,84,16,6865291.0,1.266048,0.547719,0.485785,1.266048,,2023.31,1227.92,3251.23,22320651317.07,test_baseline_x84_y16.log
Baseline (FP16),microsoft/phi-2,84,16,220404076.0,1.266048,0.547719,0.485785,1.266048,,65179.13,35192.58,100371.71,22122334288899.27,test_baseline_x84_y16.log
Baseline (FP16),facebook/opt-2.7b,84,16,220206503.0,1.266048,0.547719,0.485785,1.266048,,65120.7,35161.62,100282.32,22082819395322.19,test_baseline_x84_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,84,16,549799110.0,1.266048,0.547719,0.485785,1.266048,,162619.32,87215.43,249834.75,137358922329302.75,test_baseline_x84_y16.log
BitMod (Bit-Serial),gpt2-large,120,16,1424247.0,1.74912,0.51017,0.524382,1.74912,,417.58,544.17,961.75,1369774547.6,test_bitmod_x120_y16.log
BitMod (Bit-Serial),gpt2-xl,120,16,1847650.0,1.74912,0.51017,0.524382,1.74912,,539.8,713.42,1253.22,2315516601.18,test_bitmod_x120_y16.log
BitMod (Bit-Serial),microsoft/phi-2,120,16,55290440.0,1.74912,0.51017,0.524382,1.74912,,16322.37,19442.1,35764.47,1977433443337.06,test_bitmod_x120_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,120,16,55241069.0,1.74912,0.51017,0.524382,1.74912,,16307.85,19424.58,35732.43,1973897870367.59,test_bitmod_x120_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,120,16,137830050.0,1.74912,0.51017,0.524382,1.74912,,40756.81,48051.24,88808.05,12240418414808.87,test_bitmod_x120_y16.log
Baseline (FP16),gpt2-large,64,16,5456734.0,0.964608,0.514181,0.485785,0.964608,,1604.79,942.01,2546.8,13897228171.15,test_baseline_x64_y16.log
Baseline (FP16),gpt2-xl,64,16,6865291.0,0.964608,0.514181,0.485785,0.964608,,2023.31,1209.8,3233.11,22196238637.63,test_baseline_x64_y16.log
Baseline (FP16),microsoft/phi-2,64,16,220404076.0,0.964608,0.514181,0.485785,0.964608,,65179.13,35487.03,100666.17,22187233443679.25,test_baseline_x64_y16.log
Baseline (FP16),facebook/opt-2.7b,64,16,220206503.0,0.964608,0.514181,0.485785,0.964608,,65120.7,35456.34,100577.05,22147719966755.84,test_baseline_x64_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,64,16,549799110.0,0.964608,0.514181,0.485785,0.964608,,162619.32,88424.3,251043.62,138023559862637.47,test_baseline_x64_y16.log
BitMod (Bit-Serial),gpt2-large,72,16,1424247.0,1.049472,0.535461,0.524382,1.049472,,417.58,514.28,931.86,1327199763.4,test_bitmod_x72_y16.log
BitMod (Bit-Serial),gpt2-xl,72,16,1847650.0,1.049472,0.535461,0.524382,1.049472,,539.8,663.21,1203.02,2222755194.37,test_bitmod_x72_y16.log
BitMod (Bit-Serial),microsoft/phi-2,72,16,55290440.0,1.049472,0.535461,0.524382,1.049472,,16322.37,19276.08,35598.45,1968254104085.35,test_bitmod_x72_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,72,16,55241069.0,1.049472,0.535461,0.524382,1.049472,,16307.85,19258.88,35566.73,1964744211201.4,test_bitmod_x72_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,72,16,137830050.0,1.049472,0.535461,0.524382,1.049472,,40756.81,47636.03,88392.84,12183189434814.31,test_bitmod_x72_y16.log
BitMod (Bit-Serial),gpt2-large,66,16,1424247.0,0.962016,0.528389,0.524382,0.962016,,417.58,511.54,929.12,1323294526.14,test_bitmod_x66_y16.log
BitMod (Bit-Serial),gpt2-xl,66,16,1847650.0,0.962016,0.528389,0.524382,0.962016,,539.8,658.19,1197.99,2213471917.1,test_bitmod_x66_y16.log
BitMod (Bit-Serial),microsoft/phi-2,66,16,55290440.0,0.962016,0.528389,0.524382,0.962016,,16322.37,19256.58,35578.95,1967176033573.85,test_bitmod_x66_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,66,16,55241069.0,0.962016,0.528389,0.524382,0.962016,,16307.85,19239.53,35547.38,1963675462358.71,test_bitmod_x66_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,66,16,137830050.0,0.962016,0.528389,0.524382,0.962016,,40756.81,48142.26,88899.07,12252962865092.92,test_bitmod_x66_y16.log
BitMod (Bit-Serial),gpt2-large,110,16,1424247.0,1.60336,0.506099,0.524382,1.60336,,417.58,536.14,953.72,1358335168.31,test_bitmod_x110_y16.log
BitMod (Bit-Serial),gpt2-xl,110,16,1847650.0,1.60336,0.506099,0.524382,1.60336,,539.8,700.74,1240.54,2292089113.27,test_bitmod_x110_y16.log
BitMod (Bit-Serial),microsoft/phi-2,110,16,55290440.0,1.60336,0.506099,0.524382,1.60336,,16322.37,19397.47,35719.84,1974965814976.16,test_bitmod_x110_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,110,16,55241069.0,1.60336,0.506099,0.524382,1.60336,,16307.85,19381.41,35689.26,1971513101287.4,test_bitmod_x110_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,110,16,137830050.0,1.60336,0.506099,0.524382,1.60336,,40756.81,47925.36,88682.17,12223068018142.88,test_bitmod_x110_y16.log
Baseline (FP16),gpt2-large,34,16,5456734.0,0.512448,0.530335,0.485785,0.512448,,1604.79,939.04,2543.84,13881033655.66,test_baseline_x34_y16.log
Baseline (FP16),gpt2-xl,34,16,6865291.0,0.512448,0.530335,0.485785,0.512448,,2023.31,1192.07,3215.38,22074522253.58,test_baseline_x34_y16.log
Baseline (FP16),microsoft/phi-2,34,16,220404076.0,0.512448,0.530335,0.485785,0.512448,,65179.13,37043.09,102222.22,22530194574103.96,test_baseline_x34_y16.log
Baseline (FP16),facebook/opt-2.7b,34,16,220206503.0,0.512448,0.530335,0.485785,0.512448,,65120.7,37010.47,102131.17,22489948154786.44,test_baseline_x34_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,34,16,549799110.0,0.512448,0.530335,0.485785,0.512448,,162619.32,92011.88,254631.2,139996007628270.92,test_baseline_x34_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,112,16,2777338.0,0.408576,0.505179,0.467155,0.408576,,800.72,763.03,1563.75,4343053528.66,test_olive_x112_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,112,16,3510287.0,0.408576,0.505179,0.467155,0.408576,,1009.24,996.89,2006.13,7042083736.12,test_olive_x112_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,112,16,110252351.0,0.408576,0.505179,0.467155,0.408576,,32584.07,27172.56,59756.63,6588308540475.53,test_olive_x112_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,112,16,110153796.0,0.408576,0.505179,0.467155,0.408576,,32555.05,27146.5,59701.56,6576353320846.19,test_olive_x112_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,112,16,274954917.0,0.408576,0.505179,0.467155,0.408576,,81291.89,67858.06,149149.95,41009512687312.9,test_olive_x112_y16.log
Baseline (FP16),gpt2-large,12,16,5472512.0,0.180864,0.500401,0.485785,0.180864,,1604.79,1075.21,2680.0,14666342019.39,test_baseline_x12_y16.log
Baseline (FP16),gpt2-xl,12,16,6892864.0,0.180864,0.500401,0.485785,0.180864,,2023.31,1354.49,3377.8,23282727931.16,test_baseline_x12_y16.log
Baseline (FP16),microsoft/phi-2,12,16,221362336.0,0.180864,0.500401,0.485785,0.180864,,65179.13,43486.49,108665.63,24054477500703.58,test_baseline_x12_y16.log
Baseline (FP16),facebook/opt-2.7b,12,16,221165216.0,0.180864,0.500401,0.485785,0.180864,,65120.7,43447.75,108568.45,24011564897010.18,test_baseline_x12_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,12,16,551725792.0,0.180864,0.500401,0.485785,0.180864,,162619.32,108394.52,271013.84,149525326026540.66,test_baseline_x12_y16.log
Baseline (FP16),gpt2-large,66,16,5456734.0,0.994752,0.516852,0.485785,0.994752,,1604.79,941.46,2546.25,13894196664.43,test_baseline_x66_y16.log
Baseline (FP16),gpt2-xl,66,16,6865291.0,0.994752,0.516852,0.485785,0.994752,,2023.31,1210.01,3233.33,22197738249.12,test_baseline_x66_y16.log
Baseline (FP16),microsoft/phi-2,66,16,220404076.0,0.994752,0.516852,0.485785,0.994752,,65179.13,35551.4,100730.53,22201419359901.14,test_baseline_x66_y16.log
Baseline (FP16),facebook/opt-2.7b,66,16,220206503.0,0.994752,0.516852,0.485785,0.994752,,65120.7,35519.91,100640.61,22161717595479.66,test_baseline_x66_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,66,16,549799110.0,0.994752,0.516852,0.485785,0.994752,,162619.32,88876.29,251495.61,138272063589570.02,test_baseline_x66_y16.log
Baseline (FP16),gpt2-large,82,16,5456734.0,1.235904,0.542686,0.485785,1.235904,,1604.79,946.98,2551.77,13924329586.82,test_baseline_x82_y16.log
Baseline (FP16),gpt2-xl,82,16,6865291.0,1.235904,0.542686,0.485785,1.235904,,2023.31,1224.32,3247.64,22295970418.79,test_baseline_x82_y16.log
Baseline (FP16),microsoft/phi-2,82,16,220404076.0,1.235904,0.542686,0.485785,1.235904,,65179.13,35397.33,100576.47,22167463683643.07,test_baseline_x82_y16.log
Baseline (FP16),facebook/opt-2.7b,82,16,220206503.0,1.235904,0.542686,0.485785,1.235904,,65120.7,35367.03,100487.74,22128053029455.48,test_baseline_x82_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,82,16,549799110.0,1.235904,0.542686,0.485785,1.235904,,162619.32,87090.56,249709.88,137290268095963.88,test_baseline_x82_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,2,16,33158175.999999996,0.008896,0.50791,0.524382,0.008896,,427.64,707.71,1135.35,37646279417.55,test_flexposit_x2_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,2,16,41532737.60000014,0.008896,0.50791,0.524382,0.008896,,551.98,887.52,1439.49,59786144159.57,test_flexposit_x2_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,2,16,1456561619.1999972,0.008896,0.50791,0.524382,0.008896,,17906.17,29941.95,47848.12,69693736435890.43,test_flexposit_x2_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,2,16,1587532038.4000015,0.008896,0.50791,0.524382,0.008896,,19549.9,31246.79,50796.69,80641380413591.83,test_flexposit_x2_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,2,16,4129937728.0,0.008896,0.50791,0.524382,0.008896,,50899.24,79696.62,130595.87,539352796747741.56,test_flexposit_x2_y16.log
BitMod (Bit-Serial),gpt2-large,54,16,1424247.0,0.787104,0.51287,0.524382,0.787104,,417.58,507.64,925.22,1317745148.38,test_bitmod_x54_y16.log
BitMod (Bit-Serial),gpt2-xl,54,16,1847650.0,0.787104,0.51287,0.524382,0.787104,,539.8,650.12,1189.93,2198571812.05,test_bitmod_x54_y16.log
BitMod (Bit-Serial),microsoft/phi-2,54,16,55290440.0,0.787104,0.51287,0.524382,0.787104,,16322.37,19492.44,35814.81,1980216802372.88,test_bitmod_x54_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,54,16,55241069.0,0.787104,0.51287,0.524382,0.787104,,16307.85,19474.36,35782.21,1976647592462.97,test_bitmod_x54_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,54,16,137830050.0,0.787104,0.51287,0.524382,0.787104,,40756.81,48244.21,89001.02,12267014905372.31,test_bitmod_x54_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,66,16,2777338.0,0.240768,0.528389,0.467155,0.240768,,800.72,730.7,1531.41,4253256401.63,test_olive_x66_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,66,16,3510287.0,0.240768,0.528389,0.467155,0.240768,,1009.24,939.55,1948.79,6840816010.31,test_olive_x66_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,66,16,110252351.0,0.240768,0.528389,0.467155,0.240768,,32584.07,27549.47,60133.53,6629863471413.76,test_olive_x66_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,66,16,110153796.0,0.240768,0.528389,0.467155,0.240768,,32555.05,27525.08,60080.13,6618054342496.3,test_olive_x66_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,66,16,274954917.0,0.240768,0.528389,0.467155,0.240768,,81291.89,68875.01,150166.9,41289128041844.01,test_olive_x66_y16.log
BitMod (Bit-Serial),gpt2-large,16,16,2094436.0,0.233216,0.467155,0.524382,0.233216,,417.58,524.92,942.5,1974005959.47,test_bitmod_x16_y16.log
BitMod (Bit-Serial),gpt2-xl,16,16,2686112.0,0.233216,0.467155,0.524382,0.233216,,539.8,661.68,1201.49,3227328511.63,test_bitmod_x16_y16.log
BitMod (Bit-Serial),microsoft/phi-2,16,16,82967904.0,0.233216,0.467155,0.524382,0.233216,,16322.37,21033.89,37356.26,3099370714959.22,test_bitmod_x16_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,16,16,82893664.0,0.233216,0.467155,0.524382,0.233216,,16307.85,21015.04,37322.89,3093830776621.62,test_bitmod_x16_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,16,16,206846688.0,0.233216,0.467155,0.524382,0.233216,,40756.81,52464.86,93221.67,19282593596165.57,test_bitmod_x16_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,46,16,1540503.9999999998,0.204608,0.486951,0.524382,0.204608,,427.64,311.05,738.69,1137958026.07,test_flexposit_x46_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,46,16,1972231.9999999998,0.204608,0.486951,0.524382,0.204608,,551.98,397.34,949.31,1872267304.74,test_flexposit_x46_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,46,16,63830880.0,0.204608,0.486951,0.524382,0.204608,,17906.17,12822.52,30728.7,1961439665227.07,test_flexposit_x46_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,46,16,69548384.0,0.204608,0.486951,0.524382,0.204608,,19549.9,13877.56,33427.46,2324826082124.98,test_flexposit_x46_y16.log
