accelerator,model,pe_x,pe_y,total_cycle,pe_array_area_mm2,weight_buffer_area_mm2,input_buffer_area_mm2,total_area_mm2,total_macs,dram_energy_mJ,onchip_energy_mJ,total_energy_mJ,edp,log_file
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,72,16,172147670.0,0.320256,0.525264,0.524382,0.320256,,50899.24,35149.64,86048.89,14813115125779.89,test_flexposit_x72_y16.log
Baseline (FP16),gpt2-large,112,16,5456734.0,1.688064,0.601007,0.485785,1.688064,,1604.79,981.82,2586.61,14114435399.9,test_baseline_x112_y16.log
Baseline (FP16),gpt2-xl,112,16,6865291.0,1.688064,0.601007,0.485785,1.688064,,2023.31,1281.73,3305.05,22690111809.68,test_baseline_x112_y16.log
Baseline (FP16),microsoft/phi-2,112,16,220404076.0,1.688064,0.601007,0.485785,1.688064,,65179.13,35066.06,100245.2,22094450074817.58,test_baseline_x112_y16.log
Baseline (FP16),facebook/opt-2.7b,112,16,220206503.0,1.688064,0.601007,0.485785,1.688064,,65120.7,35032.49,100153.19,22054384105761.59,test_baseline_x112_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,112,16,549799110.0,1.688064,0.601007,0.485785,1.688064,,162619.32,87568.47,250187.79,137553022391244.64,test_baseline_x112_y16.log
Baseline (FP16),gpt2-large,110,16,5456734.0,1.65792,0.606837,0.485785,1.65792,,1604.79,971.25,2576.04,14056759333.57,test_baseline_x110_y16.log
Baseline (FP16),gpt2-xl,110,16,6865291.0,1.65792,0.606837,0.485785,1.65792,,2023.31,1267.77,3291.08,22594226115.65,test_baseline_x110_y16.log
Baseline (FP16),microsoft/phi-2,110,16,220404076.0,1.65792,0.606837,0.485785,1.65792,,65179.13,35269.7,100448.84,22139333175064.57,test_baseline_x110_y16.log
Baseline (FP16),facebook/opt-2.7b,110,16,220206503.0,1.65792,0.606837,0.485785,1.65792,,65120.7,35240.44,100361.15,22100177321684.04,test_baseline_x110_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,110,16,549799110.0,1.65792,0.606837,0.485785,1.65792,,162619.32,87166.57,249785.89,137332060421067.92,test_baseline_x110_y16.log
BitMod (Bit-Serial),gpt2-large,68,16,1424247.0,0.991168,0.530335,0.524382,0.991168,,417.58,512.54,930.12,1324721220.21,test_bitmod_x68_y16.log
BitMod (Bit-Serial),gpt2-xl,68,16,1847650.0,0.991168,0.530335,0.524382,0.991168,,539.8,659.97,1199.78,2216768330.19,test_bitmod_x68_y16.log
BitMod (Bit-Serial),microsoft/phi-2,68,16,55290440.0,0.991168,0.530335,0.524382,0.991168,,16322.37,19262.65,35585.03,1967511777278.59,test_bitmod_x68_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,68,16,55241069.0,0.991168,0.530335,0.524382,0.991168,,16307.85,19246.34,35554.19,1964051714217.36,test_bitmod_x68_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,68,16,137830050.0,0.991168,0.530335,0.524382,0.991168,,40756.81,48009.61,88766.42,12234680449702.41,test_bitmod_x68_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,62,16,2777338.0,0.226176,0.524153,0.467155,0.226176,,800.72,730.4,1531.12,4252426608.7,test_olive_x62_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,62,16,3510287.0,0.226176,0.524153,0.467155,0.226176,,1009.24,937.73,1946.97,6834410505.61,test_olive_x62_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,62,16,110252351.0,0.226176,0.524153,0.467155,0.226176,,32584.07,27882.98,60467.05,6666634189175.19,test_olive_x62_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,62,16,110153796.0,0.226176,0.524153,0.467155,0.226176,,32555.05,27858.3,60413.36,6654760859135.63,test_olive_x62_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,62,16,274954917.0,0.226176,0.524153,0.467155,0.226176,,81291.89,69238.73,150530.63,41389135629019.02,test_olive_x62_y16.log
BitMod (Bit-Serial),gpt2-large,42,16,1424247.0,0.612192,0.504742,0.524382,0.612192,,417.58,502.32,919.9,1310162831.88,test_bitmod_x42_y16.log
BitMod (Bit-Serial),gpt2-xl,42,16,1847650.0,0.612192,0.504742,0.524382,0.612192,,539.8,640.26,1180.06,2180342887.39,test_bitmod_x42_y16.log
BitMod (Bit-Serial),microsoft/phi-2,42,16,55290440.0,0.612192,0.504742,0.524382,0.612192,,16322.37,19455.97,35778.35,1978200482661.64,test_bitmod_x42_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,42,16,55241069.0,0.612192,0.504742,0.524382,0.612192,,16307.85,19437.88,35745.74,1974632632584.04,test_bitmod_x42_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,42,16,137830050.0,0.612192,0.504742,0.524382,0.612192,,40756.81,48659.28,89416.09,12324223675640.8,test_bitmod_x42_y16.log
BitMod (Bit-Serial),gpt2-large,52,16,1424247.0,0.757952,0.530432,0.524382,0.757952,,417.58,505.01,922.59,1313998854.61,test_bitmod_x52_y16.log
BitMod (Bit-Serial),gpt2-xl,52,16,1847650.0,0.757952,0.530432,0.524382,0.757952,,539.8,646.3,1186.1,2191502860.89,test_bitmod_x52_y16.log
BitMod (Bit-Serial),microsoft/phi-2,52,16,55290440.0,0.757952,0.530432,0.524382,0.757952,,16322.37,19462.8,35785.18,1978578105620.55,test_bitmod_x52_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,52,16,55241069.0,0.757952,0.530432,0.524382,0.757952,,16307.85,19445.42,35753.27,1975048892344.44,test_bitmod_x52_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,52,16,137830050.0,0.757952,0.530432,0.524382,0.757952,,40756.81,48143.86,88900.67,12253183671907.81,test_bitmod_x52_y16.log
BitMod (Bit-Serial),gpt2-large,20,16,1691876.0,0.29152,0.475385,0.524382,0.29152,,417.58,513.15,930.73,1574685884.7,test_bitmod_x20_y16.log
BitMod (Bit-Serial),gpt2-xl,20,16,2182912.0,0.29152,0.475385,0.524382,0.29152,,539.8,649.77,1189.57,2596726178.12,test_bitmod_x20_y16.log
BitMod (Bit-Serial),microsoft/phi-2,20,16,66420064.0,0.29152,0.475385,0.524382,0.29152,,16322.37,20492.1,36814.48,2445219966956.84,test_bitmod_x20_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,20,16,66361184.0,0.29152,0.475385,0.524382,0.29152,,16307.85,20473.89,36781.74,2440880128030.75,test_bitmod_x20_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,20,16,165718752.0,0.29152,0.475385,0.524382,0.29152,,40756.81,51157.55,91914.36,15231933647981.44,test_bitmod_x20_y16.log
Baseline (FP16),gpt2-large,120,16,5456734.0,1.80864,0.613079,0.485785,1.80864,,1604.79,987.27,2592.06,14144170541.35,test_baseline_x120_y16.log
Baseline (FP16),gpt2-xl,120,16,6865291.0,1.80864,0.613079,0.485785,1.80864,,2023.31,1292.23,3315.55,22762184062.03,test_baseline_x120_y16.log
Baseline (FP16),microsoft/phi-2,120,16,220404076.0,1.80864,0.613079,0.485785,1.80864,,65179.13,35443.71,100622.85,22177685443337.09,test_baseline_x120_y16.log
Baseline (FP16),facebook/opt-2.7b,120,16,220206503.0,1.80864,0.613079,0.485785,1.80864,,65120.7,35411.79,100532.49,22137908079044.81,test_baseline_x120_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,120,16,549799110.0,1.80864,0.613079,0.485785,1.80864,,162619.32,87629.75,250249.07,137586714981093.92,test_baseline_x120_y16.log
BitMod (Bit-Serial),gpt2-large,118,16,1424247.0,1.719968,0.508978,0.524382,1.719968,,417.58,542.98,960.55,1368067440.2,test_bitmod_x118_y16.log
BitMod (Bit-Serial),gpt2-xl,118,16,1847650.0,1.719968,0.508978,0.524382,1.719968,,539.8,711.39,1251.19,2311765332.8,test_bitmod_x118_y16.log
BitMod (Bit-Serial),microsoft/phi-2,118,16,55290440.0,1.719968,0.508978,0.524382,1.719968,,16322.37,19220.93,35543.31,1965204997223.47,test_bitmod_x118_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,118,16,55241069.0,1.719968,0.508978,0.524382,1.719968,,16307.85,19205.78,35513.63,1961810898410.71,test_bitmod_x118_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,118,16,137830050.0,1.719968,0.508978,0.524382,1.719968,,40756.81,47748.31,88505.12,12198665349322.21,test_bitmod_x118_y16.log
Baseline (FP16),gpt2-large,22,16,5456734.0,0.331584,0.511153,0.485785,0.331584,,1604.79,969.8,2574.59,14048841936.96,test_baseline_x22_y16.log
Baseline (FP16),gpt2-xl,22,16,6867595.0,0.331584,0.511153,0.485785,0.331584,,2023.31,1228.64,3251.96,22333130935.04,test_baseline_x22_y16.log
Baseline (FP16),microsoft/phi-2,22,16,220404076.0,0.331584,0.511153,0.485785,0.331584,,65179.13,38794.75,103973.89,22916268740370.11,test_baseline_x22_y16.log
Baseline (FP16),facebook/opt-2.7b,22,16,220206503.0,0.331584,0.511153,0.485785,0.331584,,65120.7,38760.26,103880.97,22875264250672.45,test_baseline_x22_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,22,16,549799110.0,0.331584,0.511153,0.485785,0.331584,,162619.32,96672.67,259291.98,142558502253109.53,test_baseline_x22_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,40,16,1755671.9999999998,0.17792,0.551929,0.524382,0.17792,,427.64,309.48,737.13,1294152066.46,test_flexposit_x40_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,40,16,2241191.9999999995,0.17792,0.551929,0.524382,0.17792,,551.98,394.39,946.36,2120981838.44,test_flexposit_x40_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,40,16,73039200.0,0.17792,0.551929,0.524382,0.17792,,17906.17,12804.17,30710.34,2243058976037.36,test_flexposit_x40_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,40,16,79587680.0,0.17792,0.551929,0.524382,0.17792,,19549.9,13855.76,33405.66,2658679244345.26,test_flexposit_x40_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,40,16,207766240.0,0.17792,0.551929,0.524382,0.17792,,50899.24,36050.75,86949.99,18065273444465.39,test_flexposit_x40_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,38,16,1842263.9999999998,0.169024,0.542996,0.524382,0.169024,,427.64,309.88,737.52,1358713824.4,test_flexposit_x38_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,38,16,2349432.0,0.169024,0.542996,0.524382,0.169024,,551.98,394.57,946.55,2223846334.92,test_flexposit_x38_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,38,16,77375840.00000001,0.169024,0.542996,0.524382,0.169024,,17906.17,12935.43,30841.6,2386394881122.76,test_flexposit_x38_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,38,16,84312416.0,0.169024,0.542996,0.524382,0.169024,,19549.9,13994.14,33544.05,2828179502188.41,test_flexposit_x38_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,38,16,218052320.0,0.169024,0.542996,0.524382,0.169024,,50899.24,36083.03,86982.27,18966686708246.7,test_flexposit_x38_y16.log
Baseline (FP16),gpt2-large,20,16,5456734.0,0.30144,0.500027,0.485785,0.30144,,1604.79,979.94,2584.73,14104170579.04,test_baseline_x20_y16.log
Baseline (FP16),gpt2-xl,20,16,6867595.0,0.30144,0.500027,0.485785,0.30144,,2023.31,1240.08,3263.4,22411704218.23,test_baseline_x20_y16.log
Baseline (FP16),microsoft/phi-2,20,16,220404076.0,0.30144,0.500027,0.485785,0.30144,,65179.13,39175.2,104354.34,23000120903441.07,test_baseline_x20_y16.log
Baseline (FP16),facebook/opt-2.7b,20,16,220206503.0,0.30144,0.500027,0.485785,0.30144,,65120.7,39140.38,104261.09,22958969266835.45,test_baseline_x20_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,20,16,549799110.0,0.30144,0.500027,0.485785,0.30144,,162619.32,97800.05,260419.37,143178336135776.3,test_baseline_x20_y16.log
BitMod (Bit-Serial),gpt2-large,8,16,4106476.0,0.116608,0.502745,0.524382,0.116608,,417.58,579.72,997.29,4095366098.1,test_bitmod_x8_y16.log
BitMod (Bit-Serial),gpt2-xl,8,16,5201216.0,0.116608,0.502745,0.524382,0.116608,,539.8,728.85,1268.66,6598556410.67,test_bitmod_x8_y16.log
BitMod (Bit-Serial),microsoft/phi-2,8,16,165707104.0,0.116608,0.502745,0.524382,0.116608,,16322.37,23507.44,39829.82,6600083956171.7,test_bitmod_x8_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,8,16,165558624.0,0.116608,0.502745,0.524382,0.116608,,16307.85,23486.37,39794.22,6588275680368.19,test_bitmod_x8_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,8,16,413317856.0,0.116608,0.502745,0.524382,0.116608,,40756.81,58645.22,99402.03,41084632125629.72,test_bitmod_x8_y16.log
BitMod (Bit-Serial),gpt2-large,74,16,1424247.0,1.078624,0.539642,0.524382,1.078624,,417.58,515.27,932.85,1328611331.13,test_bitmod_x74_y16.log
BitMod (Bit-Serial),gpt2-xl,74,16,1847650.0,1.078624,0.539642,0.524382,1.078624,,539.8,664.99,1204.79,2226033339.97,test_bitmod_x74_y16.log
BitMod (Bit-Serial),microsoft/phi-2,74,16,55290440.0,1.078624,0.539642,0.524382,1.078624,,16322.37,19249.19,35571.56,1966767435511.76,test_bitmod_x74_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,74,16,55241069.0,1.078624,0.539642,0.524382,1.078624,,16307.85,19232.86,35540.71,1963306878285.35,test_bitmod_x74_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,74,16,137830050.0,1.078624,0.539642,0.524382,1.078624,,40756.81,47869.43,88626.24,12215358943769.48,test_bitmod_x74_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,76,16,2777338.0,0.277248,0.542996,0.467155,0.277248,,800.72,733.63,1534.35,4261399319.79,test_olive_x76_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,76,16,3510287.0,0.277248,0.542996,0.467155,0.277248,,1009.24,946.86,1956.1,6866465613.61,test_olive_x76_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,76,16,110252351.0,0.277248,0.542996,0.467155,0.277248,,32584.07,27322.45,59906.52,6604834274744.36,test_olive_x76_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,76,16,110153796.0,0.277248,0.542996,0.467155,0.277248,,32555.05,27298.61,59853.66,6593108068710.68,test_olive_x76_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,76,16,274954917.0,0.277248,0.542996,0.467155,0.277248,,81291.89,67736.02,149027.91,40975956621832.9,test_olive_x76_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,56,16,2777338.0,0.204288,0.515771,0.467155,0.204288,,800.72,731.01,1531.72,4254108867.84,test_olive_x56_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,56,16,3510287.0,0.204288,0.515771,0.467155,0.204288,,1009.24,936.3,1945.54,6829417078.38,test_olive_x56_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,56,16,110252351.0,0.204288,0.515771,0.467155,0.204288,,32584.07,27910.79,60494.85,6669699837923.74,test_olive_x56_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,56,16,110153796.0,0.204288,0.515771,0.467155,0.204288,,32555.05,27885.32,60440.37,6657736606208.7,test_olive_x56_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,56,16,274954917.0,0.204288,0.515771,0.467155,0.204288,,81291.89,69762.25,151054.14,41533079599386.18,test_olive_x56_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,14,16,4823436.799999993,0.062272,0.48294,0.524382,0.062272,,427.64,342.18,769.83,3713211174.18,test_flexposit_x14_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,14,16,6070230.39999999,0.062272,0.48294,0.524382,0.062272,,551.98,431.27,983.25,5968528871.44,test_flexposit_x14_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,14,16,208421433.6000004,0.062272,0.48294,0.524382,0.062272,,17906.17,14575.61,32481.78,6769899360578.79,test_flexposit_x14_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,14,16,227144147.1999998,0.062272,0.48294,0.524382,0.062272,,19549.9,15650.47,35200.37,7995558990996.54,test_flexposit_x14_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,14,16,591003968.0,0.062272,0.48294,0.524382,0.062272,,50899.24,40447.73,91346.97,53986422912655.65,test_flexposit_x14_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,50,16,2777338.0,0.1824,0.524255,0.467155,0.1824,,800.72,727.81,1528.53,4245234345.68,test_olive_x50_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,50,16,3510287.0,0.1824,0.524255,0.467155,0.1824,,1009.24,930.11,1939.35,6807666215.24,test_olive_x50_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,50,16,110252351.0,0.1824,0.524255,0.467155,0.1824,,32584.07,28157.63,60741.7,6696915009835.82,test_olive_x50_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,50,16,110153796.0,0.1824,0.524255,0.467155,0.1824,,32555.05,28133.41,60688.47,6685065130811.38,test_olive_x50_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,50,16,274954917.0,0.1824,0.524255,0.467155,0.1824,,81291.89,69649.37,150941.26,41502041842936.51,test_olive_x50_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,16,16,4132352.0,0.058368,0.467155,0.467155,0.058368,,800.72,819.75,1620.47,6696336462.06,test_olive_x16_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,16,16,5205376.0,0.058368,0.467155,0.467155,0.058368,,1009.24,1032.79,2042.03,10629510710.27,test_olive_x16_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,16,16,165658624.0,0.058368,0.467155,0.467155,0.058368,,32584.07,32879.29,65463.36,10844569919501.26,test_olive_x16_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,16,16,165510144.0,0.058368,0.467155,0.467155,0.058368,,32555.05,32849.82,65404.88,10825170772010.1,test_olive_x16_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,16,16,413220864.0,0.058368,0.467155,0.467155,0.058368,,81291.89,82013.44,163305.33,67481171453658.51,test_olive_x16_y16.log
Baseline (FP16),gpt2-large,44,16,5456734.0,0.663168,0.48244,0.485785,0.663168,,1604.79,937.28,2542.07,13871385220.71,test_baseline_x44_y16.log
Baseline (FP16),gpt2-xl,44,16,6865291.0,0.663168,0.48244,0.485785,0.663168,,2023.31,1194.68,3218.0,22092487602.79,test_baseline_x44_y16.log
Baseline (FP16),microsoft/phi-2,44,16,220404076.0,0.663168,0.48244,0.485785,0.663168,,65179.13,36555.38,101734.52,22422701942694.95,test_baseline_x44_y16.log
Baseline (FP16),facebook/opt-2.7b,44,16,220206503.0,0.663168,0.48244,0.485785,0.663168,,65120.7,36523.09,101643.79,22382624137854.98,test_baseline_x44_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,44,16,549799110.0,0.663168,0.48244,0.485785,0.663168,,162619.32,90911.14,253530.46,139390822364714.11,test_baseline_x44_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,36,16,2777338.0,0.131328,0.491009,0.467155,0.131328,,800.72,735.96,1536.68,4267871026.12,test_olive_x36_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,36,16,3510287.0,0.131328,0.491009,0.467155,0.131328,,1009.24,935.16,1944.4,6825414412.97,test_olive_x36_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,36,16,110252351.0,0.131328,0.491009,0.467155,0.131328,,32584.07,28983.41,61567.48,6787959062669.85,test_olive_x36_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,36,16,110153796.0,0.131328,0.491009,0.467155,0.131328,,32555.05,28957.46,61512.52,6775837327986.09,test_olive_x36_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,36,16,274954917.0,0.131328,0.491009,0.467155,0.131328,,81291.89,71772.96,153064.85,42085932146309.96,test_olive_x36_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,102,16,1480797.0,0.453696,0.587045,0.524382,0.453696,,427.64,322.42,750.07,1110698323.26,test_flexposit_x102_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,102,16,1896395.0,0.453696,0.587045,0.524382,0.453696,,551.98,420.36,972.34,1843933394.68,test_flexposit_x102_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,102,16,60744782.0,0.453696,0.587045,0.524382,0.453696,,17906.17,12623.87,30530.04,1854540794031.15,test_flexposit_x102_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,102,16,66226156.0,0.453696,0.587045,0.524382,0.453696,,19549.9,13700.04,33249.94,2202015504490.38,test_flexposit_x102_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,102,16,172147670.0,0.453696,0.587045,0.524382,0.453696,,50899.24,35061.62,85960.86,14797962404680.79,test_flexposit_x102_y16.log
BitMod (Bit-Serial),gpt2-large,108,16,1424247.0,1.574208,0.504615,0.524382,1.574208,,417.58,535.47,953.05,1357371709.51,test_bitmod_x108_y16.log
BitMod (Bit-Serial),gpt2-xl,108,16,1847650.0,1.574208,0.504615,0.524382,1.574208,,539.8,699.36,1239.16,2289539561.01,test_bitmod_x108_y16.log
BitMod (Bit-Serial),microsoft/phi-2,108,16,55290440.0,1.574208,0.504615,0.524382,1.574208,,16322.37,19140.13,35462.5,1960737419837.81,test_bitmod_x108_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,108,16,55241069.0,1.574208,0.504615,0.524382,1.574208,,16307.85,19122.43,35430.28,1957206773464.7,test_bitmod_x108_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,108,16,137830050.0,1.574208,0.504615,0.524382,1.574208,,40756.81,47310.29,88067.1,12138292818199.68,test_bitmod_x108_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,38,16,2777338.0,0.138624,0.494397,0.467155,0.138624,,800.72,733.02,1533.74,4259712789.25,test_olive_x38_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,38,16,3510287.0,0.138624,0.494397,0.467155,0.138624,,1009.24,932.22,1941.46,6815074871.31,test_olive_x38_y16.log
OLIVE (Non-uniform Quantization),microsoft/phi-2,38,16,110252351.0,0.138624,0.494397,0.467155,0.138624,,32584.07,28742.84,61326.91,6761435975825.19,test_olive_x38_y16.log
OLIVE (Non-uniform Quantization),facebook/opt-2.7b,38,16,110153796.0,0.138624,0.494397,0.467155,0.138624,,32555.05,28716.7,61271.75,6749316056967.19,test_olive_x38_y16.log
OLIVE (Non-uniform Quantization),meta-llama/Llama-2-7b-hf,38,16,274954917.0,0.138624,0.494397,0.467155,0.138624,,81291.89,71319.34,152611.24,41961209496987.49,test_olive_x38_y16.log
BitMod (Bit-Serial),gpt2-large,12,16,2764516.0,0.174912,0.472874,0.524382,0.174912,,417.58,542.69,960.27,2654691479.21,test_bitmod_x12_y16.log
BitMod (Bit-Serial),gpt2-xl,12,16,3523712.0,0.174912,0.472874,0.524382,0.174912,,539.8,683.98,1223.78,4312249054.4,test_bitmod_x12_y16.log
BitMod (Bit-Serial),microsoft/phi-2,12,16,110793824.0,0.174912,0.472874,0.524382,0.174912,,16322.37,21931.93,38254.3,4238340499523.24,test_bitmod_x12_y16.log
BitMod (Bit-Serial),facebook/opt-2.7b,12,16,110695264.0,0.174912,0.472874,0.524382,0.174912,,16307.85,21912.39,38220.24,4230799517325.51,test_bitmod_x12_y16.log
BitMod (Bit-Serial),meta-llama/Llama-2-7b-hf,12,16,276050656.0,0.174912,0.472874,0.524382,0.174912,,40756.81,54665.36,95422.17,26341353598935.32,test_bitmod_x12_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,120,16,1480797.0,0.53376,0.613079,0.524382,0.53376,,427.64,330.17,757.81,1122169187.14,test_flexposit_x120_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,120,16,1896395.0,0.53376,0.613079,0.524382,0.53376,,551.98,432.86,984.83,1867631027.68,test_flexposit_x120_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,120,16,60744782.0,0.53376,0.613079,0.524382,0.53376,,17906.17,12636.51,30542.68,1855308195241.05,test_flexposit_x120_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,120,16,66226156.0,0.53376,0.613079,0.524382,0.53376,,19549.9,13720.23,33270.13,2203353069803.33,test_flexposit_x120_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,120,16,172147670.0,0.53376,0.613079,0.524382,0.53376,,50899.24,35300.53,86199.77,14839089913466.52,test_flexposit_x120_y16.log
Baseline (FP16),gpt2-large,10,16,6543872.0,0.15072,0.475385,0.485785,0.15072,,1604.79,1124.19,2728.98,17858114168.31,test_baseline_x10_y16.log
Baseline (FP16),gpt2-xl,10,16,8232064.0,0.15072,0.475385,0.485785,0.15072,,2023.31,1414.49,3437.8,28300186532.27,test_baseline_x10_y16.log
Baseline (FP16),microsoft/phi-2,10,16,265005728.0,0.15072,0.475385,0.485785,0.15072,,65179.13,45522.45,110701.59,29336554155807.66,test_baseline_x10_y16.log
Baseline (FP16),facebook/opt-2.7b,10,16,264770208.0,0.15072,0.475385,0.485785,0.15072,,65120.7,45481.96,110602.67,29284291000554.8,test_baseline_x10_y16.log
Baseline (FP16),meta-llama/Llama-2-7b-hf,10,16,661494080.0,0.15072,0.475385,0.485785,0.15072,,162619.32,113627.37,276246.69,182735550851040.75,test_baseline_x10_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-large,52,16,1480797.0,0.231296,0.499773,0.524382,0.231296,,427.64,311.15,738.8,1094009603.89,test_flexposit_x52_y16.log
MixPosit (Bit-Serial + Mixed-Precision),gpt2-xl,52,16,1896395.0,0.231296,0.499773,0.524382,0.231296,,551.98,398.42,950.39,1802322692.85,test_flexposit_x52_y16.log
MixPosit (Bit-Serial + Mixed-Precision),microsoft/phi-2,52,16,60744782.0,0.231296,0.499773,0.524382,0.231296,,17906.17,12793.51,30699.68,1864845183871.1,test_flexposit_x52_y16.log
MixPosit (Bit-Serial + Mixed-Precision),facebook/opt-2.7b,52,16,66226156.0,0.231296,0.499773,0.524382,0.231296,,19549.9,13853.3,33403.2,2212165826543.39,test_flexposit_x52_y16.log
MixPosit (Bit-Serial + Mixed-Precision),meta-llama/Llama-2-7b-hf,52,16,172147670.0,0.231296,0.499773,0.524382,0.231296,,50899.24,35628.21,86527.46,14895499773144.6,test_flexposit_x52_y16.log
OLIVE (Non-uniform Quantization),gpt2-large,30,16,2777338.0,0.10944,0.484009,0.467155,0.10944,,800.72,748.54,1549.26,4302813047.02,test_olive_x30_y16.log
OLIVE (Non-uniform Quantization),gpt2-xl,30,16,3510287.0,0.10944,0.484009,0.467155,0.10944,,1009.24,948.72,1957.96,6873007036.74,test_olive_x30_y16.log
